R_fighter,B_fighter,Winner name,weight_class,height_dif,reach_dif,age_dif,win_dif,loss_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif
Uriah Hall,Oluwale Bamgbose,Uriah Hall,Middleweight,-2.54,-2.54,3,-3,3,-36.16666667,-0.166666667,-1.0
Chris Camozzi,Tom Watson,Chris Camozzi,Middleweight,-2.54,-7.62,-5,-4,3,8.0,-0.307692308,0.0
Dustin Ortiz,Willie Gates,Dustin Ortiz,Flyweight,7.62,12.7,-2,-2,1,-21.9,0.5,-2.4
Frankie Saenz,Sirwan Kakai,Frankie Saenz,Bantamweight,-2.54,0.0,9,-1,0,-3.5,0.0,1.0
Chris Dempsey,Jonathan Wilson,Jonathan Wilson,Light Heavyweight,10.16,7.62,-1,-1,1,-22.5,0.0,-1.5
Marlon Vera,Roman Salazar,Marlon Vera,Bantamweight,-2.54,-7.62,-5,0,-1,-15.5,-2.0,-0.5
Anthony Christodoulou,Scott Holtzman,Scott Holtzman,Lightweight,0.0,-7.62,-3,0,1,-9.0,0.0,0.0
Ronda Rousey,Bethe Correia,Ronda Rousey,Women's Bantamweight,-5.08,-10.16,-4,-2,0,59.66666667,-1.0,-1.266666667
Mauricio Rua,Rogerio Nogueira,Mauricio Rua,Light Heavyweight,2.54,-2.54,-6,-2,5,-11.78571428,-0.142857143,-1.071428571
Glaico Franca,Fernando Bruno,Glaico Franca,Lightweight,-15.24,-17.78,-9,0,0,0.0,0.0,0.0
Reginaldo Vieira,Dileno Lopes,Reginaldo Vieira,Bantamweight,-5.08,0.0,2,0,0,0.0,0.0,0.0
Stefan Struve,Minotauro Nogueira,Stefan Struve,Heavyweight,-20.32,-17.78,-12,-4,0,1.57142857,-0.357142857,0.485714286
Antonio Silva,Soa Palelei,Antonio Silva,Heavyweight,0.0,2.54,-3,2,3,-3.28571429,0.0,1.333333333
Claudia Gadelha,Jessica Aguilar,Claudia Gadelha,Women's Strawweight,-2.54,0.0,-7,-1,1,-48.5,-1.5,-6.0
Demian Maia,Neil Magny,Demian Maia,Welterweight,5.08,20.32,10,-6,4,23.95,-0.85,-0.1
Rafael Feijao,Patrick Cummins,Patrick Cummins,Light Heavyweight,2.54,7.62,1,2,0,21.13333333,0.2,3.6
Warlley Alves,Nordine Taleb,Warlley Alves,Welterweight,5.08,5.08,-10,1,0,17.0,-1.0,2.5
Iuri Alcantara,Leandro Issa,Iuri Alcantara,Bantamweight,-5.08,-5.08,3,-4,3,3.36666667,1.166666667,0.6
Vitor Miranda,Clint Hester,Vitor Miranda,Middleweight,2.54,0.0,8,3,0,29.1,0.0,0.8
Hugo Viana,Guido Cannetti,Guido Cannetti,Bantamweight,0.0,2.54,-3,-3,1,-3.4,0.0,1.0
TJ Dillashaw,Renan Barao,TJ Dillashaw,Bantamweight,0.0,7.62,1,1,1,-11.33333333,-0.888888889,-0.222222223
Miesha Tate,Jessica Eye,Miesha Tate,Women's Bantamweight,0.0,2.54,0,-2,0,33.6,-1.4,-1.2
Edson Barboza,Paul Felder,Edson Barboza,Lightweight,0.0,-12.7,-2,-7,3,5.08333333,-0.083333333,0.166666667
Joe Lauzon,Takanori Gomi,Joe Lauzon,Lightweight,-7.62,-2.54,-5,-7,2,21.22222223,-1.444444444,-1.166666667
Gian Villante,Tom Lawlor,Tom Lawlor,Light Heavyweight,-7.62,-5.08,-3,2,-2,-32.17777778,1.0,0.866666667
Jim Miller,Danny Castillo,Jim Miller,Lightweight,2.54,0.0,-4,-6,1,6.1622807,-1.539473684,1.153508772
Kenny Robertson,Ben Saunders,Ben Saunders,Welterweight,10.16,7.62,-1,2,0,-8.04761904,0.285714286,-0.746031746
Eddie Wineland,Bryan Caraway,Bryan Caraway,Bantamweight,2.54,-2.54,1,1,2,-10.04761904,1.0,2.214285714
Daron Cruickshank,James Krause,James Krause,Lightweight,15.24,2.54,1,-4,2,25.81818182,0.018181818,-1.163636364
Ramsey Nijem,Andrew Holbrook,Andrew Holbrook,Lightweight,0.0,-12.7,-2,-5,4,-25.44444444,-0.666666667,-2.666666667
Jessamyn Duke,Elizabeth Phillips,Elizabeth Phillips,Women's Bantamweight,-12.7,-20.32,1,-1,0,-18.33333333,-1.0,-0.666666667
Zak Cummings,Dominique Steele,Zak Cummings,Middleweight,-5.08,-2.54,3,-2,1,-17.0,-0.666666667,-1.666666667
Michael Bisping,Thales Leites,Michael Bisping,Middleweight,0.0,7.62,3,-6,4,-29.56187291,0.93645485,0.715719063
Ross Pearson,Evan Dunham,Evan Dunham,Lightweight,5.08,2.54,-3,-1,0,19.97619047,0.857142857,0.547619047
Joe Duffy,Ivan Jorge,Joe Duffy,Lightweight,-2.54,0.0,-7,1,-1,37.33333333,0.666666667,1.666666667
Joanne Calderwood,Cortney Casey,Joanne Calderwood,Women's Strawweight,2.54,5.08,1,-1,1,-60.0,0.0,-1.0
Leon Edwards,Pawel Pawlak,Leon Edwards,Welterweight,0.0,-2.54,-3,0,0,7.5,0.0,1.5
Stevie Ray,Leonardo Mafra,Stevie Ray,Lightweight,0.0,0.0,-1,0,-2,15.0,-1.666666667,1.666666667
Paddy Holohan,Vaughan Lee,Paddy Holohan,Flyweight,-10.16,-7.62,-5,1,-3,7.0,-0.428571429,-1.428571429
Ilir Latifi,Hans Stringer,Ilir Latifi,Light Heavyweight,12.7,0.0,3,-1,1,29.5,-0.5,1.25
Mickael Lebout,Teemu Packalen,Mickael Lebout,Lightweight,5.08,-2.54,-1,0,1,-47.0,0.0,0.0
Rob Whiteford,Paul Redmond,Rob Whiteford,Featherweight,2.54,2.54,4,-1,0,-18.5,0.0,-2.5
Marcus Brimage,Jimmie Rivera,Jimmie Rivera,Bantamweight,0.0,-7.62,4,-4,3,-44.28571429,0.0,-0.428571429
Daniel Omielanczuk,Chris de la Rocha,Daniel Omielanczuk,Heavyweight,7.62,15.24,-4,-1,2,-31.66666667,-0.333333333,-1.0
Frank Mir,Todd Duffee,Frank Mir,Heavyweight,0.0,0.0,7,-12,8,8.33333333,-0.875,-0.833333333
Josh Thomson,Tony Ferguson,Tony Ferguson,Lightweight,2.54,12.7,5,5,2,1.0,0.777777778,-1.0
Holly Holm,Marion Reneau,Holly Holm,Women's Bantamweight,-5.08,-2.54,-5,1,0,1.5,0.5,0.0
Scott Jorgensen,Manvel Gamburyan,Manvel Gamburyan,Bantamweight,0.0,2.54,-2,1,-1,-15.68333333,0.3,0.283333333
Kevin Lee,James Moontasri,Kevin Lee,Lightweight,2.54,-15.24,-5,-2,0,-22.5,-0.75,-3.25
Alan Jouban,Matt Dwyer,Alan Jouban,Welterweight,10.16,7.62,8,-1,0,-32.16666667,0.0,0.0
Sam Sicilia,Yaotzin Meza,Sam Sicilia,Featherweight,2.54,17.78,-5,-2,1,-10.15,1.15,0.0
Jessica Andrade,Sarah Moras,Jessica Andrade,Women's Bantamweight,15.24,12.7,-4,-2,2,-46.4,-0.6,-0.2
Rani Yahya,Masanori Kanehara,Rani Yahya,Bantamweight,2.54,0.0,-2,-4,3,17.5,0.625,0.0
Igor Araujo,Sean Strickland,Sean Strickland,Welterweight,0.0,-2.54,10,0,0,23.66666666,-0.333333334,0.333333333
Kevin Casey,Ildemar Alcantara,Kevin Casey,Middleweight,7.62,2.54,2,4,0,13.5,0.0,2.166666667
Andrew Craig,Lyman Good,Lyman Good,Welterweight,-2.54,-5.08,-1,-3,3,-30.83333333,0.0,-0.5
Jake Ellenberger,Stephen Thompson,Stephen Thompson,Welterweight,7.62,10.16,-2,-4,4,23.92857143,-0.285714286,-0.904761904
Kamaru Usman,Hayder Hassan,Kamaru Usman,Welterweight,-5.08,-15.24,-4,0,0,0.0,0.0,0.0
Michael Graves,Vicente Luque,Michael Graves,Welterweight,2.54,10.16,1,0,0,0.0,0.0,0.0
Jorge Masvidal,Cezar Ferreira,Jorge Masvidal,Welterweight,5.08,10.16,0,-1,0,-38.85714286,-0.404761904,-0.880952381
Angela Magana,Michelle Waterson,Michelle Waterson,Women's Strawweight,5.08,-7.62,2,0,1,-37.0,0.0,0.0
Maximo Blanco,Mike de la Torre,Maximo Blanco,Featherweight,7.62,0.0,3,-2,1,-25.5,-0.166666667,-1.333333334
Josh Samman,Caio Magalhaes,Josh Samman,Middleweight,-5.08,-15.24,0,2,-1,-3.5,1.0,0.1
Russell Doane,Jerrod Sanders,Jerrod Sanders,Bantamweight,2.54,5.08,-7,-2,-1,-25.5,-0.333333333,-3.0
Dan Miller,Trevor Smith,Trevor Smith,Middleweight,5.08,2.54,0,-4,3,15.45,-0.45,-0.45
George Sullivan,Dominic Waters,George Sullivan,Welterweight,2.54,15.24,8,-2,1,-47.66666667,0.0,-1.0
Darrell Montague,Willie Gates,Willie Gates,Flyweight,5.08,7.62,-1,0,1,4.0,0.0,-0.5
Chad Mendes,Conor McGregor,Conor McGregor,Featherweight,7.62,20.32,4,-3,2,3.0,-0.2,-1.0
Robbie Lawler,Rory MacDonald,Robbie Lawler,Welterweight,2.54,5.08,8,-1,2,0.41558441,0.454545455,0.766233766
Dennis Bermudez,Jeremy Stephens,Jeremy Stephens,Featherweight,5.08,12.7,-1,3,-8,-14.26666667,-0.772222222,-1.761111111
Gunnar Nelson,Brandon Thatch,Gunnar Nelson,Welterweight,7.62,5.08,-3,-2,0,-2.26666667,-0.8,-0.2
Brad Pickett,Thomas Almeida,Thomas Almeida,Bantamweight,2.54,5.08,13,-2,5,38.16666667,-0.222222222,-1.666666667
Matt Brown,Tim Means,Matt Brown,Welterweight,5.08,0.0,3,-6,4,9.76608188,-0.935672515,-0.380116959
Mike Swick,Alex Garcia,Alex Garcia,Welterweight,-10.16,-12.7,9,-8,3,5.85714286,-0.357142857,3.095238096
Cathal Pendred,John Howard,John Howard,Welterweight,-15.24,-10.16,-5,2,-6,-7.91666667,0.166666667,-0.666666667
Cody Garbrandt,Henry Briones,Cody Garbrandt,Bantamweight,0.0,10.16,-10,0,0,-17.0,1.0,-1.0
Neil Seery,Louis Smolka,Louis Smolka,Flyweight,12.7,10.16,12,0,0,12.66666667,-1.0,-0.333333333
Yosdenis Cedeno,Cody Pfister,Cody Pfister,Lightweight,5.08,10.16,6,-1,1,-6.66666667,0.0,0.0
Lyoto Machida,Yoel Romero,Yoel Romero,Middleweight,-2.54,-2.54,-1,-9,6,7.95,-0.4,1.3
Santiago Ponzinibbio,Lorenz Larkin,Lorenz Larkin,Welterweight,-2.54,-2.54,0,0,-3,2.0,0.0,-0.333333333
Antonio Carlos Junior,Eddie Gordon,Antonio Carlos Junior,Middleweight,-5.08,-7.62,-6,0,-1,6.83333333,-1.0,-1.333333333
Thiago Santos,Steve Bosse,Thiago Santos,Middleweight,-7.62,-10.16,-2,-2,2,-17.75,0.0,0.0
Hacran Dias,Levan Makashvili,Hacran Dias,Featherweight,0.0,-2.54,5,-1,2,-3.0,-0.25,3.75
Alex Oliveira,Joe Merritt,Alex Oliveira,Welterweight,2.54,-7.62,-4,-1,1,-16.0,-0.5,-1.5
Leandro Silva,Lewis Gonzalez,Leandro Silva,Welterweight,2.54,2.54,2,-1,3,-26.25,-0.75,-1.75
Steve Montgomery,Tony Sims,Tony Sims,Welterweight,-12.7,-12.7,-5,0,0,0.0,0.0,0.0
Danny Martinez,Sirwan Kakai,Sirwan Kakai,Bantamweight,-2.54,-2.54,5,0,2,-40.0,0.0,-2.5
Joanna Jedrzejczyk,Jessica Penne,Joanna Jedrzejczyk,Women's Strawweight,-2.54,5.08,-5,-2,0,-6.66666667,0.0,4.0
Dennis Siver,Tatsuya Kawajiri,Tatsuya Kawajiri,Featherweight,2.54,-2.54,-1,-10,7,-13.65789474,0.789473684,1.315789474
Peter Sobotta,Steve Kennedy,Peter Sobotta,Welterweight,-2.54,-10.16,-4,-1,3,-28.5,-0.5,-1.5
Nick Hein,Lukasz Sajewski,Nick Hein,Lightweight,5.08,12.7,7,-1,1,-37.5,0.0,-1.0
Makwan Amirkhani,Masio Fullen,Makwan Amirkhani,Featherweight,0.0,-5.08,-2,0,0,35.0,0.0,1.0
Mairbek Taisumov,Alan Patrick,Mairbek Taisumov,Lightweight,5.08,2.54,-5,-1,1,1.75,0.0,-0.25
Alan Omer,Arnold Allen,Arnold Allen,Featherweight,-5.08,-2.54,5,0,1,-58.0,0.0,-1.0
Niklas Backstrom,Noad Lahat,Noad Lahat,Featherweight,-10.16,-12.7,-6,0,0,12.5,0.0,2.0
Scott Askham,Antonio Dos Santos,Scott Askham,Middleweight,-12.7,-7.62,1,0,0,-5.0,0.0,0.0
Piotr Hallmann,Magomed Mustafaev,Magomed Mustafaev,Lightweight,-2.54,0.0,1,-2,2,-54.0,-0.5,-2.25
Taylor Lapilus,Ulka Sasaki,Taylor Lapilus,Bantamweight,10.16,-5.08,-2,0,-1,-73.5,0.0,-1.5
Cain Velasquez,Fabricio Werdum,Fabricio Werdum,Heavyweight,7.62,0.0,-5,-4,-1,-5.44444444,-0.138888889,-1.861111111
Gilbert Melendez,Eddie Alvarez,Eddie Alvarez,Lightweight,0.0,-10.16,2,-1,1,-7.33333333,0.0,-1.0
Kelvin Gastelum,Nate Marquardt,Kelvin Gastelum,Middleweight,7.62,7.62,-13,6,-6,-11.55555556,0.444444445,0.611111111
Yair Rodriguez,Charles Rosa,Yair Rodriguez,Featherweight,-5.08,-5.08,-6,0,-1,-4.5,-2.5,1.5
Tecia Torres,Angela Hill,Tecia Torres,Women's Strawweight,5.08,10.16,-5,0,0,11.0,0.0,-1.0
Henry Cejudo,Chico Camus,Henry Cejudo,Flyweight,5.08,5.08,-2,1,-3,-29.16666667,0.0,-2.0
Efrain Escudero,Drew Dober,Efrain Escudero,Lightweight,-2.54,0.0,3,-3,2,-3.52777778,-0.527777778,-1.111111111
Alejandro Perez,Patrick Williams,Patrick Williams,Bantamweight,5.08,15.24,-8,-1,-1,-24.0,-1.0,1.0
Francisco Trevino,Johnny Case,Johnny Case,Lightweight,2.54,5.08,8,1,0,-11.0,0.0,0.0
Augusto Montano,Cathal Pendred,Cathal Pendred,Welterweight,0.0,5.08,3,2,0,8.33333333,0.333333333,2.666666667
Gabriel Benitez,Clay Collard,Gabriel Benitez,Featherweight,7.62,5.08,4,0,-1,42.0,-4.0,2.0
Tim Boetsch,Dan Henderson,Dan Henderson,Middleweight,-2.54,0.0,-10,-2,0,1.16071429,-0.330357143,-0.1875
Ben Rothwell,Matt Mitrione,Ben Rothwell,Heavyweight,-2.54,2.54,-3,5,0,0.45238096,0.047619047,-1.0
Dustin Poirier,Yancy Medeiros,Dustin Poirier,Lightweight,2.54,7.62,-1,-7,0,-23.93333333,-0.066666667,-0.916666667
Thiago Tavares,Brian Ortega,Brian Ortega,Featherweight,2.54,2.54,6,-9,5,-16.06666667,1.0,-1.266666667
Joe Soto,Anthony Birchak,Anthony Birchak,Bantamweight,5.08,10.16,-1,0,0,-58.0,0.0,1.0
Francisco Rivera,Alex Caceres,Francisco Rivera,Bantamweight,5.08,12.7,7,2,-2,4.02597402,0.51948052,-0.532467532
Shawn Jordan,Derrick Lewis,Shawn Jordan,Heavyweight,7.62,10.16,0,-2,2,-3.5,0.0,-0.125
Brian Ebersole,Omari Akhmedov,Omari Akhmedov,Welterweight,0.0,0.0,7,-3,1,-6.14285714,0.19047619,0.571428571
Chris Wade,Christos Giagos,Chris Wade,Lightweight,0.0,2.54,2,-1,-1,-12.5,0.0,-2.0
Joe Proctor,Justin Edwards,Joe Proctor,Lightweight,0.0,-5.08,-3,-1,-2,-3.6,-0.166666667,1.5
Ricardo Abreu,Jake Collier,Jake Collier,Middleweight,10.16,12.7,5,-1,-1,-18.0,0.0,2.0
Jose Quinonez,Leonardo Morales,Jose Quinonez,Bantamweight,0.0,-2.54,2,0,0,-5.0,-2.0,-3.0
Carlos Condit,Thiago Alves,Carlos Condit,Welterweight,-12.7,-12.7,0,7,-2,-13.42105263,-0.636842105,0.178947368
Nik Lentz,Charles Oliveira,Charles Oliveira,Featherweight,5.08,15.24,5,-2,0,-19.11904762,0.273809524,-2.333333333
KJ Noons,Alex Oliveira,Alex Oliveira,Welterweight,2.54,10.16,5,-2,1,-1.75,0.0,0.0
Francimar Barroso,Ryan Jimmo,Francimar Barroso,Light Heavyweight,0.0,-5.08,2,2,-2,-4.83333333,0.0,-2.166666667
Francisco Trinaldo,Norman Parke,Francisco Trinaldo,Lightweight,5.08,0.0,8,-2,1,23.27777777,-0.555555556,0.944444444
Wendell Oliveira,Darren Till,Darren Till,Welterweight,5.08,5.08,9,0,1,-8.0,0.0,0.0
Jussier Formiga,Wilson Reis,Jussier Formiga,Flyweight,-2.54,-5.08,0,0,1,13.75,0.3,2.85
Elizeu Zaleski dos Santos,Nicolas Dalby,Nicolas Dalby,Welterweight,0.0,2.54,-2,0,0,0.0,0.0,0.0
Lucas Martins,Mirsad Bektic,Mirsad Bektic,Featherweight,-10.16,-5.08,2,-1,2,2.5,-0.4,2.0
Juliana Lima,Ericka Almeida,Juliana Lima,Women's Strawweight,2.54,7.62,7,-1,1,-19.5,0.0,-1.0
Luiz Dutra,Tom Breese,Tom Breese,Welterweight,10.16,5.08,10,0,1,-10.0,0.0,0.0
Anthony Johnson,Daniel Cormier,Daniel Cormier,Light Heavyweight,-7.62,-15.24,-5,-6,3,30.65714286,0.042857143,0.328571429
Chris Weidman,Vitor Belfort,Chris Weidman,Middleweight,-5.08,-10.16,-8,5,-6,-19.61842105,-0.453947368,-2.184210526
Donald Cerrone,John Makdessi,Donald Cerrone,Lightweight,-12.7,-12.7,2,-8,0,7.16339869,-0.411764706,-0.764705882
Travis Browne,Andrei Arlovski,Andrei Arlovski,Heavyweight,-7.62,-5.08,-4,4,-1,-1.61363636,0.130681818,-0.602272727
Joseph Benavidez,John Moraga,Joseph Benavidez,Flyweight,5.08,2.54,-1,-3,0,-12.7,0.457142857,-0.428571429
John Dodson,Zach Makovsky,John Dodson,Flyweight,2.54,-5.08,-2,-2,0,-12.16666667,0.25,3.833333333
Dong Hyun Kim,Joshua Burkman,Dong Hyun Kim,Welterweight,-10.16,-10.16,-2,-5,-2,5.12337662,-0.136363636,0.077922078
Uriah Hall,Rafael Natal,Rafael Natal,Middleweight,0.0,-7.62,-2,4,-3,4.86666667,0.383333333,1.583333333
Mike Pyle,Colby Covington,Colby Covington,Welterweight,-2.54,-5.08,12,-7,5,-3.07142857,-0.285714286,2.428571429
Islam Makhachev,Leo Kuntz,Islam Makhachev,Lightweight,0.0,10.16,-8,0,0,0.0,0.0,0.0
Justin Scoggins,Joshua Sampo,Justin Scoggins,Flyweight,-7.62,-5.08,-7,-1,0,-14.58333333,1.25,-3.333333333
Frankie Edgar,Urijah Faber,Frankie Edgar,Featherweight,0.0,-2.54,-3,-4,2,-24.63101604,0.256684492,-1.657754011
Gegard Mousasi,Costas Philippou,Gegard Mousasi,Middleweight,-7.62,-7.62,-6,3,-1,-6.68888889,-0.177777778,0.333333333
Mark Munoz,Luke Barnatt,Mark Munoz,Middleweight,15.24,12.7,10,-5,4,29.35714286,0.042857143,-0.957142857
Hyun Gyu Lim,Neil Magny,Neil Magny,Welterweight,0.0,7.62,3,4,-1,-9.11111111,-0.138888889,2.083333333
Phillipe Nover,Yui Chul Nam,Phillipe Nover,Featherweight,0.0,-7.62,-2,1,3,63.0,-1.333333333,1.0
Mark Eddiva,Levan Makashvili,Levan Makashvili,Featherweight,0.0,0.0,3,-1,1,-51.5,0.0,-2.0
Tae Hyun Bang,Jon Tuck,Jon Tuck,Lightweight,5.08,5.08,2,1,-1,14.75,1.0,0.75
Zhang Lipeng,Kajan Johnson,Kajan Johnson,Lightweight,0.0,10.16,-6,-2,0,10.0,-1.0,2.0
Li Jingliang,Dhiego Lima,Li Jingliang,Welterweight,5.08,7.62,1,0,-1,-24.66666667,1.333333333,0.0
Ning Guangyou,Royston Wee,Ning Guangyou,Bantamweight,7.62,7.62,5,1,0,-18.0,-1.0,2.5
Roldan Sangcha-an,Jon Delos Reyes,Jon Delos Reyes,Flyweight,5.08,5.08,-3,0,-1,-25.0,0.0,-0.5
Nolan Ticman,Yao Zhikui,Yao Zhikui,Flyweight,-2.54,-12.7,2,0,0,2.0,0.0,0.0
Stipe Miocic,Mark Hunt,Stipe Miocic,Heavyweight,-15.24,-20.32,-9,-1,-2,-20.08333333,0.111111111,-0.472222222
Brad Tavares,Robert Whittaker,Robert Whittaker,Middleweight,-2.54,-2.54,3,-4,1,11.09090909,0.0,-0.772727273
Anthony Perosh,Sean O'Connell,Sean O'Connell,Light Heavyweight,-5.08,-2.54,11,-4,3,49.13333333,0.166666667,-0.9
Jake Matthews,James Vick,James Vick,Lightweight,10.16,7.62,-8,1,0,-4.0,-0.666666667,-2.5
Hatsu Hioki,Dan Hooker,Dan Hooker,Featherweight,2.54,12.7,6,-2,3,24.07142857,-0.714285714,-2.285714286
Kyle Noke,Jonavin Webb,Kyle Noke,Welterweight,-7.62,-12.7,9,-4,3,-26.28571429,-0.571428571,-1.142857143
Daniel Kelly,Sam Alvey,Sam Alvey,Middleweight,5.08,12.7,8,0,-1,-12.33333333,-0.5,-0.5
Bec Rawlings,Lisa Ellis,Bec Rawlings,Women's Strawweight,-5.08,-5.08,-6,0,0,-65.0,1.0,2.0
Dylan Andrews,Bradley Scott,Bradley Scott,Middleweight,0.0,7.62,10,-1,0,22.41666667,0.666666667,-1.166666667
Alex Chambers,Kailin Curran,Alex Chambers,Women's Strawweight,2.54,5.08,12,0,0,16.0,0.0,4.0
Vik Grujic,Brendan O'Reilly,Brendan O'Reilly,Welterweight,-10.16,-10.16,11,-1,1,6.333333333,0.0,-0.666666667
Alptekin Ozkilic,Ben Nguyen,Ben Nguyen,Flyweight,0.0,0.0,3,-1,2,-58.33333333,0.0,-4.333333333
Demetrious Johnson,Kyoji Horiguchi,Demetrious Johnson,Flyweight,5.08,0.0,4,-5,2,-22.68181818,-0.454545455,-2.727272727
Rampage Jackson,Fabio Maldonado,Rampage Jackson,Catch Weight,0.0,5.08,1,-2,1,34.75,0.555555556,-0.166666667
Michael Bisping,CB Dollaway,Michael Bisping,Middleweight,2.54,2.54,5,-6,1,-29.57272727,0.372727273,0.751515151
John Makdessi,Shane Campbell,John Makdessi,Catch Weight,10.16,7.62,1,-5,3,-51.75,0.0,0.0
Yves Jabouin,Thomas Almeida,Thomas Almeida,Bantamweight,0.0,5.08,12,-4,3,85.625,0.0,-1.25
Patrick Cote,Joe Riggs,Patrick Cote,Welterweight,2.54,-2.54,3,-3,4,-15.95138889,0.097222222,0.5625
Alexis Davis,Sarah Kaufman,Alexis Davis,Women's Bantamweight,-2.54,-2.54,1,-2,0,107.25,-0.75,-0.25
Chad Laprise,Bryan Barberena,Chad Laprise,Lightweight,5.08,2.54,3,-1,0,10.0,0.0,-2.0
Olivier Aubin-Mercier,David Michaud,Olivier Aubin-Mercier,Lightweight,0.0,5.08,0,0,0,21.0,0.5,1.5
Nordine Taleb,Chris Clements,Nordine Taleb,Welterweight,-7.62,-10.16,-6,0,-2,-20.0,0.0,-3.0
Jessica Rakoczy,Valerie Letourneau,Valerie Letourneau,Women's Strawweight,0.0,0.0,7,1,1,100.0,0.0,0.0
Randa Markos,Aisling Daly,Randa Markos,Women's Strawweight,-5.08,2.54,2,1,1,-39.0,1.0,0.0
Lyoto Machida,Luke Rockhold,Luke Rockhold,Middleweight,5.08,7.62,6,-11,4,-20.86842105,0.328947368,-0.736842105
Jacare Souza,Chris Camozzi,Jacare Souza,Middleweight,2.54,10.16,7,2,-6,27.16666667,-0.916666667,-1.75
Cub Swanson,Max Holloway,Max Holloway,Featherweight,7.62,-2.54,8,2,-1,22.82954545,0.056818182,-0.659090909
Felice Herrig,Paige VanZant,Paige VanZant,Women's Strawweight,0.0,0.0,9,0,0,53.0,0.0,2.0
Jim Miller,Beneil Dariush,Beneil Dariush,Lightweight,5.08,2.54,6,-9,4,-5.62222222,-0.922222222,-0.133333333
Ovince Saint Preux,Patrick Cummins,Ovince Saint Preux,Light Heavyweight,-2.54,-10.16,-2,-2,0,26.91666667,-0.083333333,3.416666667
Corey Anderson,Gian Villante,Gian Villante,Light Heavyweight,0.0,-7.62,-4,0,-2,14.75,0.0,-3.5
Takeya Mizugaki,Aljamain Sterling,Aljamain Sterling,Bantamweight,0.0,7.62,6,-5,3,2.7,1.4,1.9
George Sullivan,Tim Means,Tim Means,Welterweight,5.08,5.08,3,3,-3,-5.625,0.125,-0.875
Diego Brandao,Jimy Hettes,Diego Brandao,Featherweight,5.08,7.62,0,-1,1,20.22857143,0.771428571,2.342857143
Eddie Gordon,Chris Dempsey,Chris Dempsey,Middleweight,-5.08,-10.16,4,-1,0,-14.0,0.0,-1.0
Gabriel Gonzaga,Mirko Cro Cop,Mirko Cro Cop,Heavyweight,0.0,-7.62,-5,-7,2,8.39473684,-0.226315789,-0.8
Jimi Manuwa,Jan Blachowicz,Jimi Manuwa,Light Heavyweight,2.54,-2.54,3,-2,1,-20.0,-0.25,-0.75
Pawel Pawlak,Sheldon Westcott,Pawel Pawlak,Welterweight,2.54,-5.08,-4,0,0,-8.0,0.0,2.0
Joanne Calderwood,Maryna Moroz,Maryna Moroz,Women's Strawweight,2.54,5.08,6,-1,0,-109.0,0.0,-2.0
Seth Baczynski,Leon Edwards,Leon Edwards,Welterweight,-7.62,0.0,10,-5,4,2.0,-0.5,-0.6
Bartosz Fabinski,Garreth McLellan,Bartosz Fabinski,Middleweight,2.54,-7.62,-4,0,0,0.0,0.0,0.0
Sergio Moraes,Mickael Lebout,Sergio Moraes,Welterweight,-2.54,2.54,5,-2,1,-22.33333333,-0.666666667,-1.666666667
Damian Stasiak,Yaotzin Meza,Yaotzin Meza,Featherweight,10.16,10.16,-9,1,-3,15.25,1.0,0.75
Daniel Omielanczuk,Anthony Hamilton,Anthony Hamilton,Heavyweight,12.7,5.08,-2,0,-1,-6.83333333,-0.5,0.666666667
Izabela Badurek,Alexandra Albu,Alexandra Albu,Women's Strawweight,-7.62,-4.98,-1,0,0,0.0,0.0,0.0
Marcin Bandel,Stevie Ray,Stevie Ray,Lightweight,0.0,0.0,0,0,1,-3.0,0.0,0.0
Taylor Lapilus,Rocky Lee,Taylor Lapilus,Featherweight,7.62,-12.7,-5,0,0,0.0,0.0,0.0
Chad Mendes,Ricardo Lamas,Chad Mendes,Featherweight,5.08,12.7,-3,-1,1,-4.47619047,0.777777778,-1.079365079
Jorge Masvidal,Al Iaquinta,Al Iaquinta,Lightweight,-2.54,-10.16,3,1,-1,2.08333333,-0.291666667,-1.0
Michael Chiesa,Mitch Clarke,Michael Chiesa,Lightweight,-7.62,-5.08,-2,-2,0,2.33333333,-0.333333333,-0.583333333
Julianna Pena,Milana Dudieva,Julianna Pena,Women's Bantamweight,-7.62,-20.32,0,0,0,-22.0,0.0,0.0
Clay Guida,Robert Peralta,Clay Guida,Featherweight,2.54,2.54,4,-7,6,11.26428571,-0.65,-2.128571429
Dustin Poirier,Diego Ferreira,Dustin Poirier,Lightweight,0.0,5.08,-4,-6,2,-26.33333333,0.272727273,-0.666666667
Liz Carmouche,Lauren Murphy,Liz Carmouche,Women's Bantamweight,2.54,2.54,0,-1,2,19.25,-0.5,-2.25
Gray Maynard,Alexander Yakovlev,Alexander Yakovlev,Lightweight,15.24,10.16,5,-9,4,6.26666667,-0.6,-1.766666667
Shamil Abdurakhimov,Tim Johnson,Tim Johnson,Heavyweight,0.0,2.54,3,0,0,0.0,0.0,0.0
Ron Stallings,Justin Jones,Ron Stallings,Middleweight,-7.62,7.62,5,0,0,18.0,1.0,0.0
Demian Maia,Ryan LaFlare,Demian Maia,Welterweight,0.0,5.08,6,-9,6,40.10526316,-0.394736842,2.486842105
Erick Silva,Josh Koscheck,Erick Silva,Welterweight,-5.08,-2.54,-7,10,-5,5.0,-0.486111111,1.333333334
